ID,FUNCIONARIO,CODIGO BENEFICIO,FUNCAO_ID,INSS,TOTAL_HORAS_ATRASO,MES,YEAR
4340,40,7,12,10,6.0,3,2017
4341,41,3,8,9,18.0,3,2017
4342,42,6,1,10,6.0,3,2017
4343,43,1,8,6,14.0,3,2017
4344,44,1,5,9,9.0,3,2017
4345,45,3,13,3,6.0,3,2017
4346,46,9,7,5,9.0,3,2017
4347,47,3,2,4,16.0,3,2017
4348,48,9,13,5,12.0,3,2017
4349,49,9,5,7,10.0,3,2017
4350,50,4,11,3,27.0,3,2017
4351,1,2,11,9,13.0,4,2017
4352,2,8,7,3,24.0,4,2017
4353,3,9,11,6,13.0,4,2017
4354,4,8,10,4,16.0,4,2017
4355,5,9,10,5,13.0,4,2017
4356,6,4,13,8,5.0,4,2017
4357,7,6,9,3,18.0,4,2017
4358,8,5,10,7,11.0,4,2017
4359,9,4,7,4,6.0,4,2017
4360,10,1,3,6,25.0,4,2017
4361,11,5,3,5,7.0,4,2017
4362,12,6,12,4,25.0,4,2017
4363,13,2,9,8,10.0,4,2017
4364,14,6,16,6,11.0,4,2017
4365,15,7,11,7,23.0,4,2017
4366,16,9,15,5,27.0,4,2017
4367,17,2,8,10,3.0,4,2017
4368,18,8,2,7,5.0,4,2017
4369,19,4,10,4,19.0,4,2017
4370,20,9,2,5,31.0,4,2017
4371,21,4,13,7,20.0,4,2017
4372,22,9,9,8,30.0,4,2017
4373,23,3,7,7,18.0,4,2017
4374,24,2,12,7,23.0,4,2017
4375,25,1,8,10,20.0,4,2017
4376,26,6,3,4,18.0,4,2017
4377,27,6,1,10,3.0,4,2017
4378,28,7,10,3,3.0,4,2017
4379,29,7,14,6,30.0,4,2017
4380,30,9,3,9,13.0,4,2017
4381,31,8,9,5,8.0,4,2017
4382,32,4,4,5,14.0,4,2017
4383,33,5,13,6,24.0,4,2017
4384,34,2,11,9,25.0,4,2017
4385,35,2,13,3,6.0,4,2017
4386,36,4,15,5,10.0,4,2017
4387,37,3,4,6,26.0,4,2017
4388,38,9,16,6,2.0,4,2017
4389,39,5,8,10,22.0,4,2017
4390,40,7,12,7,8.0,4,2017
4391,41,3,8,3,7.0,4,2017
4392,42,6,1,8,4.0,4,2017
4393,43,1,8,7,27.0,4,2017
4394,44,1,5,9,30.0,4,2017
4395,45,3,13,3,11.0,4,2017
4396,46,9,7,4,7.0,4,2017
4397,47,3,2,9,11.0,4,2017
4398,48,9,13,3,17.0,4,2017
4399,49,9,5,7,9.0,4,2017
4400,50,4,11,6,31.0,4,2017
4401,1,2,11,7,5.0,5,2017
4402,2,8,7,9,19.0,5,2017
4403,3,9,11,9,22.0,5,2017
4404,4,8,10,10,3.0,5,2017
4405,5,9,10,8,22.0,5,2017
4406,6,4,13,8,26.0,5,2017
4407,7,6,9,6,29.0,5,2017
4408,8,5,10,10,21.0,5,2017
4409,9,4,7,9,30.0,5,2017
4410,10,1,3,6,10.0,5,2017
4411,11,5,3,9,11.0,5,2017
4412,12,6,12,5,24.0,5,2017
4413,13,2,9,8,17.0,5,2017
4414,14,6,16,8,25.0,5,2017
4415,15,7,11,10,14.0,5,2017
4416,16,9,15,3,21.0,5,2017
4417,17,2,8,10,30.0,5,2017
4418,18,8,2,8,25.0,5,2017
4419,19,4,10,7,14.0,5,2017
4420,20,9,2,10,27.0,5,2017
4421,21,4,13,6,24.0,5,2017
4422,22,9,9,5,2.0,5,2017
4423,23,3,7,3,12.0,5,2017
4424,24,2,12,6,8.0,5,2017
4425,25,1,8,6,14.0,5,2017
4426,26,6,3,6,19.0,5,2017
4427,27,6,1,9,22.0,5,2017
4428,28,7,10,10,2.0,5,2017
4429,29,7,14,3,23.0,5,2017
4430,30,9,3,10,28.0,5,2017
4431,31,8,9,3,19.0,5,2017
4432,32,4,4,6,15.0,5,2017
4433,33,5,13,6,9.0,5,2017
4434,34,2,11,7,2.0,5,2017
4435,35,2,13,7,4.0,5,2017
4436,36,4,15,6,8.0,5,2017
4437,37,3,4,3,6.0,5,2017
4438,38,9,16,6,2.0,5,2017
4439,39,5,8,3,4.0,5,2017
4440,40,7,12,3,30.0,5,2017
4441,41,3,8,9,19.0,5,2017
4442,42,6,1,8,5.0,5,2017
4443,43,1,8,4,31.0,5,2017
4444,44,1,5,3,26.0,5,2017
4445,45,3,13,4,18.0,5,2017
4446,46,9,7,4,9.0,5,2017
4447,47,3,2,8,30.0,5,2017
4448,48,9,13,3,22.0,5,2017
4449,49,9,5,9,24.0,5,2017
4450,50,4,11,7,30.0,5,2017
4451,1,2,11,3,29.0,6,2017
4452,2,8,7,8,8.0,6,2017
4453,3,9,11,3,3.0,6,2017
4454,4,8,10,10,23.0,6,2017
4455,5,9,10,4,25.0,6,2017
4456,6,4,13,7,13.0,6,2017
4457,7,6,9,10,30.0,6,2017
4458,8,5,10,7,25.0,6,2017
4459,9,4,7,9,20.0,6,2017
4460,10,1,3,9,25.0,6,2017
4461,11,5,3,6,12.0,6,2017
4462,12,6,12,5,13.0,6,2017
4463,13,2,9,9,28.0,6,2017
4464,14,6,16,5,28.0,6,2017
4465,15,7,11,7,29.0,6,2017
4466,16,9,15,4,2.0,6,2017
4467,17,2,8,3,18.0,6,2017
4468,18,8,2,5,31.0,6,2017
4469,19,4,10,9,29.0,6,2017
4470,20,9,2,10,6.0,6,2017
4471,21,4,13,6,19.0,6,2017
4472,22,9,9,5,12.0,6,2017
4473,23,3,7,6,7.0,6,2017
4474,24,2,12,7,7.0,6,2017
4475,25,1,8,5,14.0,6,2017
4476,26,6,3,8,27.0,6,2017
4477,27,6,1,5,5.0,6,2017
4478,28,7,10,4,7.0,6,2017
4479,29,7,14,9,13.0,6,2017
4480,30,9,3,10,28.0,6,2017
4481,31,8,9,10,5.0,6,2017
4482,32,4,4,6,11.0,6,2017
4483,33,5,13,9,7.0,6,2017
4484,34,2,11,8,21.0,6,2017
4485,35,2,13,7,17.0,6,2017
4486,36,4,15,5,7.0,6,2017
4487,37,3,4,5,30.0,6,2017
4488,38,9,16,5,14.0,6,2017
4489,39,5,8,6,24.0,6,2017
4490,40,7,12,3,25.0,6,2017
4491,41,3,8,5,11.0,6,2017
4492,42,6,1,9,23.0,6,2017
4493,43,1,8,4,27.0,6,2017
4494,44,1,5,8,11.0,6,2017
4495,45,3,13,5,12.0,6,2017
4496,46,9,7,4,29.0,6,2017
4497,47,3,2,9,20.0,6,2017
4498,48,9,13,4,20.0,6,2017
4499,49,9,5,9,8.0,6,2017
4500,50,4,11,10,15.0,6,2017
4501,1,2,11,6,19.0,7,2017
4502,2,8,7,3,10.0,7,2017
4503,3,9,11,3,24.0,7,2017
4504,4,8,10,7,21.0,7,2017
4505,5,9,10,7,5.0,7,2017
4506,6,4,13,7,31.0,7,2017
4507,7,6,9,9,28.0,7,2017
4508,8,5,10,5,22.0,7,2017
4509,9,4,7,10,2.0,7,2017
4510,10,1,3,10,22.0,7,2017
4511,11,5,3,4,8.0,7,2017
4512,12,6,12,8,18.0,7,2017
4513,13,2,9,9,15.0,7,2017
4514,14,6,16,10,26.0,7,2017
4515,15,7,11,4,21.0,7,2017
4516,16,9,15,4,16.0,7,2017
4517,17,2,8,4,7.0,7,2017
4518,18,8,2,9,30.0,7,2017
4519,19,4,10,8,9.0,7,2017
4520,20,9,2,3,22.0,7,2017
4521,21,4,13,4,4.0,7,2017
4522,22,9,9,8,9.0,7,2017
4523,23,3,7,5,15.0,7,2017
4524,24,2,12,10,10.0,7,2017
4525,25,1,8,8,31.0,7,2017
4526,26,6,3,10,6.0,7,2017
4527,27,6,1,9,21.0,7,2017
4528,28,7,10,8,3.0,7,2017
4529,29,7,14,5,9.0,7,2017
4530,30,9,3,9,8.0,7,2017
4531,31,8,9,3,24.0,7,2017
4532,32,4,4,5,17.0,7,2017
4533,33,5,13,7,5.0,7,2017
4534,34,2,11,4,6.0,7,2017
4535,35,2,13,5,14.0,7,2017
4536,36,4,15,7,8.0,7,2017
4537,37,3,4,8,28.0,7,2017
4538,38,9,16,3,15.0,7,2017
4539,39,5,8,4,17.0,7,2017
4540,40,7,12,9,22.0,7,2017
4541,41,3,8,9,3.0,7,2017
4542,42,6,1,4,10.0,7,2017
4543,43,1,8,9,12.0,7,2017
4544,44,1,5,8,31.0,7,2017
4545,45,3,13,4,15.0,7,2017
4546,46,9,7,6,22.0,7,2017
4547,47,3,2,3,11.0,7,2017
4548,48,9,13,8,10.0,7,2017
4549,49,9,5,6,21.0,7,2017
4550,50,4,11,6,22.0,7,2017
4551,1,2,11,4,10.0,8,2017
4552,2,8,7,6,19.0,8,2017
4553,3,9,11,3,16.0,8,2017
4554,4,8,10,6,29.0,8,2017
4555,5,9,10,6,24.0,8,2017
4556,6,4,13,5,16.0,8,2017
4557,7,6,9,8,18.0,8,2017
4558,8,5,10,10,23.0,8,2017
4559,9,4,7,8,23.0,8,2017
4560,10,1,3,5,25.0,8,2017
4561,11,5,3,4,5.0,8,2017
4562,12,6,12,7,7.0,8,2017
4563,13,2,9,3,4.0,8,2017
4564,14,6,16,10,17.0,8,2017
4565,15,7,11,7,8.0,8,2017
4566,16,9,15,3,18.0,8,2017
4567,17,2,8,7,9.0,8,2017
4568,18,8,2,4,6.0,8,2017
4569,19,4,10,4,21.0,8,2017
4570,20,9,2,4,11.0,8,2017
4571,21,4,13,4,18.0,8,2017
4572,22,9,9,7,20.0,8,2017
4573,23,3,7,4,13.0,8,2017
4574,24,2,12,3,11.0,8,2017
4575,25,1,8,7,10.0,8,2017
4576,26,6,3,8,15.0,8,2017
4577,27,6,1,4,4.0,8,2017
4578,28,7,10,5,10.0,8,2017
4579,29,7,14,7,26.0,8,2017
4580,30,9,3,5,27.0,8,2017
4581,31,8,9,5,18.0,8,2017
4582,32,4,4,3,26.0,8,2017
4583,33,5,13,7,3.0,8,2017
4584,34,2,11,8,3.0,8,2017
4585,35,2,13,3,25.0,8,2017
4586,36,4,15,3,13.0,8,2017
4587,37,3,4,5,20.0,8,2017
4588,38,9,16,9,31.0,8,2017
4589,39,5,8,6,6.0,8,2017
4590,40,7,12,8,23.0,8,2017
4591,41,3,8,3,21.0,8,2017
4592,42,6,1,10,26.0,8,2017
4593,43,1,8,7,21.0,8,2017
4594,44,1,5,3,9.0,8,2017
4595,45,3,13,8,29.0,8,2017
4596,46,9,7,6,19.0,8,2017
4597,47,3,2,7,16.0,8,2017
4598,48,9,13,4,20.0,8,2017
4599,49,9,5,3,3.0,8,2017
4600,50,4,11,8,6.0,8,2017
4601,1,2,11,7,22.0,9,2017
4602,2,8,7,3,19.0,9,2017
4603,3,9,11,5,4.0,9,2017
4604,4,8,10,9,6.0,9,2017
4605,5,9,10,4,24.0,9,2017
4606,6,4,13,7,29.0,9,2017
4607,7,6,9,7,22.0,9,2017
4608,8,5,10,4,28.0,9,2017
4609,9,4,7,10,20.0,9,2017
4610,10,1,3,8,21.0,9,2017
4611,11,5,3,8,27.0,9,2017
4612,12,6,12,6,6.0,9,2017
4613,13,2,9,4,3.0,9,2017
4614,14,6,16,3,11.0,9,2017
4615,15,7,11,10,11.0,9,2017
4616,16,9,15,6,5.0,9,2017
4617,17,2,8,5,2.0,9,2017
4618,18,8,2,5,16.0,9,2017
4619,19,4,10,9,30.0,9,2017
4620,20,9,2,4,6.0,9,2017
4621,21,4,13,8,22.0,9,2017
4622,22,9,9,5,29.0,9,2017
4623,23,3,7,6,9.0,9,2017
4624,24,2,12,8,15.0,9,2017
4625,25,1,8,10,6.0,9,2017
4626,26,6,3,3,10.0,9,2017
4627,27,6,1,9,13.0,9,2017
4628,28,7,10,10,21.0,9,2017
4629,29,7,14,4,28.0,9,2017
4630,30,9,3,3,24.0,9,2017
4631,31,8,9,7,10.0,9,2017
4632,32,4,4,9,11.0,9,2017
4633,33,5,13,7,20.0,9,2017
4634,34,2,11,7,30.0,9,2017
4635,35,2,13,3,15.0,9,2017
4636,36,4,15,7,9.0,9,2017
4637,37,3,4,7,15.0,9,2017
4638,38,9,16,7,21.0,9,2017
4639,39,5,8,9,9.0,9,2017
4640,40,7,12,6,14.0,9,2017
4641,41,3,8,8,9.0,9,2017
4642,42,6,1,9,30.0,9,2017
4643,43,1,8,9,24.0,9,2017
4644,44,1,5,4,24.0,9,2017
4645,45,3,13,8,2.0,9,2017
4646,46,9,7,9,13.0,9,2017
4647,47,3,2,8,12.0,9,2017
4648,48,9,13,9,12.0,9,2017
4649,49,9,5,7,7.0,9,2017
4650,50,4,11,10,5.0,9,2017
4651,1,2,11,7,19.0,10,2017
4652,2,8,7,4,4.0,10,2017
4653,3,9,11,9,15.0,10,2017
4654,4,8,10,4,19.0,10,2017
4655,5,9,10,9,25.0,10,2017
4656,6,4,13,5,28.0,10,2017
4657,7,6,9,7,11.0,10,2017
4658,8,5,10,4,7.0,10,2017
4659,9,4,7,4,24.0,10,2017
4660,10,1,3,7,21.0,10,2017
4661,11,5,3,5,12.0,10,2017
4662,12,6,12,4,21.0,10,2017
4663,13,2,9,3,14.0,10,2017
4664,14,6,16,4,19.0,10,2017
4665,15,7,11,5,27.0,10,2017
4666,16,9,15,3,15.0,10,2017
4667,17,2,8,5,29.0,10,2017
4668,18,8,2,9,14.0,10,2017
4669,19,4,10,4,28.0,10,2017
4670,20,9,2,4,13.0,10,2017
4671,21,4,13,5,11.0,10,2017
4672,22,9,9,10,25.0,10,2017
4673,23,3,7,9,2.0,10,2017
4674,24,2,12,3,25.0,10,2017
4675,25,1,8,10,24.0,10,2017
4676,26,6,3,9,6.0,10,2017
4677,27,6,1,5,31.0,10,2017
4678,28,7,10,6,22.0,10,2017
4679,29,7,14,6,8.0,10,2017
4680,30,9,3,10,5.0,10,2017
4681,31,8,9,4,27.0,10,2017
4682,32,4,4,10,31.0,10,2017
4683,33,5,13,10,9.0,10,2017
4684,34,2,11,3,10.0,10,2017
4685,35,2,13,9,18.0,10,2017
4686,36,4,15,7,29.0,10,2017
4687,37,3,4,10,19.0,10,2017
4688,38,9,16,3,11.0,10,2017
4689,39,5,8,7,3.0,10,2017
4690,40,7,12,10,19.0,10,2017
4691,41,3,8,8,24.0,10,2017
4692,42,6,1,8,9.0,10,2017
4693,43,1,8,8,21.0,10,2017
4694,44,1,5,5,9.0,10,2017
4695,45,3,13,9,2.0,10,2017
4696,46,9,7,3,5.0,10,2017
4697,47,3,2,9,4.0,10,2017
4698,48,9,13,5,2.0,10,2017
4699,49,9,5,5,28.0,10,2017
4700,50,4,11,3,9.0,10,2017
4701,1,2,11,4,7.0,11,2017
4702,2,8,7,5,11.0,11,2017
4703,3,9,11,9,10.0,11,2017
4704,4,8,10,9,8.0,11,2017
4705,5,9,10,8,2.0,11,2017
4706,6,4,13,5,8.0,11,2017
4707,7,6,9,4,14.0,11,2017
4708,8,5,10,4,17.0,11,2017
4709,9,4,7,10,7.0,11,2017
4710,10,1,3,6,5.0,11,2017
4711,11,5,3,6,16.0,11,2017
4712,12,6,12,4,13.0,11,2017
4713,13,2,9,10,18.0,11,2017
4714,14,6,16,6,14.0,11,2017
4715,15,7,11,6,13.0,11,2017
4716,16,9,15,4,6.0,11,2017
4717,17,2,8,9,17.0,11,2017
4718,18,8,2,6,9.0,11,2017
4719,19,4,10,7,30.0,11,2017
4720,20,9,2,7,21.0,11,2017
4721,21,4,13,10,15.0,11,2017
4722,22,9,9,3,4.0,11,2017
4723,23,3,7,4,29.0,11,2017
4724,24,2,12,10,29.0,11,2017
4725,25,1,8,9,29.0,11,2017
4726,26,6,3,4,14.0,11,2017
4727,27,6,1,10,20.0,11,2017
4728,28,7,10,9,23.0,11,2017
4729,29,7,14,9,26.0,11,2017
4730,30,9,3,6,28.0,11,2017
4731,31,8,9,10,7.0,11,2017
4732,32,4,4,8,10.0,11,2017
4733,33,5,13,8,17.0,11,2017
4734,34,2,11,10,23.0,11,2017
4735,35,2,13,5,5.0,11,2017
4736,36,4,15,8,14.0,11,2017
4737,37,3,4,4,13.0,11,2017
4738,38,9,16,3,17.0,11,2017
4739,39,5,8,9,4.0,11,2017
4740,40,7,12,8,25.0,11,2017
4741,41,3,8,9,18.0,11,2017
4742,42,6,1,6,30.0,11,2017
4743,43,1,8,4,19.0,11,2017
4744,44,1,5,5,28.0,11,2017
4745,45,3,13,8,13.0,11,2017
4746,46,9,7,5,10.0,11,2017
4747,47,3,2,4,25.0,11,2017
4748,48,9,13,6,2.0,11,2017
4749,49,9,5,6,25.0,11,2017
4750,50,4,11,8,16.0,11,2017
4751,1,2,11,6,6.0,12,2017
4752,2,8,7,3,22.0,12,2017
4753,3,9,11,7,8.0,12,2017
4754,4,8,10,3,13.0,12,2017
4755,5,9,10,6,24.0,12,2017
4756,6,4,13,9,13.0,12,2017
4757,7,6,9,7,7.0,12,2017
4758,8,5,10,4,21.0,12,2017
4759,9,4,7,9,29.0,12,2017
4760,10,1,3,6,11.0,12,2017
4761,11,5,3,10,29.0,12,2017
4762,12,6,12,4,7.0,12,2017
4763,13,2,9,5,15.0,12,2017
4764,14,6,16,9,25.0,12,2017
4765,15,7,11,3,9.0,12,2017
4766,16,9,15,6,6.0,12,2017
4767,17,2,8,9,31.0,12,2017
4768,18,8,2,6,5.0,12,2017
4769,19,4,10,7,14.0,12,2017
4770,20,9,2,8,22.0,12,2017
4771,21,4,13,4,10.0,12,2017
4772,22,9,9,9,6.0,12,2017
4773,23,3,7,5,7.0,12,2017
4774,24,2,12,5,6.0,12,2017
4775,25,1,8,5,8.0,12,2017
4776,26,6,3,7,21.0,12,2017
4777,27,6,1,4,19.0,12,2017
4778,28,7,10,3,17.0,12,2017
4779,29,7,14,8,31.0,12,2017
4780,30,9,3,8,6.0,12,2017
4781,31,8,9,3,11.0,12,2017
4782,32,4,4,7,16.0,12,2017
4783,33,5,13,8,14.0,12,2017
4784,34,2,11,3,12.0,12,2017
4785,35,2,13,5,10.0,12,2017
4786,36,4,15,3,17.0,12,2017
4787,37,3,4,4,10.0,12,2017
4788,38,9,16,8,12.0,12,2017
4789,39,5,8,5,5.0,12,2017
4790,40,7,12,7,31.0,12,2017
4791,41,3,8,7,14.0,12,2017
4792,42,6,1,8,20.0,12,2017
4793,43,1,8,10,31.0,12,2017
4794,44,1,5,6,31.0,12,2017
4795,45,3,13,5,8.0,12,2017
4796,46,9,7,9,6.0,12,2017
4797,47,3,2,4,18.0,12,2017
4798,48,9,13,3,19.0,12,2017
4799,49,9,5,5,31.0,12,2017
4800,50,4,11,8,9.0,12,2017
4801,1,2,11,8,25.0,1,2018
4802,2,8,7,3,15.0,1,2018
4803,3,9,11,8,10.0,1,2018
4804,4,8,10,9,13.0,1,2018
4805,5,9,10,4,11.0,1,2018
4806,6,4,13,6,3.0,1,2018
4807,7,6,9,9,8.0,1,2018
4808,8,5,10,5,6.0,1,2018
4809,9,4,7,6,15.0,1,2018
4810,10,1,3,6,29.0,1,2018
4811,11,5,3,9,24.0,1,2018
4812,12,6,12,4,9.0,1,2018
4813,13,2,9,5,21.0,1,2018
4814,14,6,16,9,3.0,1,2018
4815,15,7,11,6,30.0,1,2018
4816,16,9,15,5,11.0,1,2018
4817,17,2,8,6,6.0,1,2018
4818,18,8,2,4,21.0,1,2018
4819,19,4,10,9,16.0,1,2018
4820,20,9,2,8,7.0,1,2018
4821,21,4,13,10,26.0,1,2018
4822,22,9,9,8,17.0,1,2018
4823,23,3,7,9,3.0,1,2018
4824,24,2,12,8,27.0,1,2018
4825,25,1,8,10,31.0,1,2018
4826,26,6,3,6,10.0,1,2018
4827,27,6,1,5,12.0,1,2018
4828,28,7,10,4,21.0,1,2018
4829,29,7,14,7,31.0,1,2018
4830,30,9,3,10,15.0,1,2018
4831,31,8,9,5,15.0,1,2018
4832,32,4,4,7,25.0,1,2018
4833,33,5,13,10,24.0,1,2018
4834,34,2,11,9,29.0,1,2018
4835,35,2,13,6,22.0,1,2018
4836,36,4,15,10,4.0,1,2018
4837,37,3,4,3,11.0,1,2018
4838,38,9,16,3,18.0,1,2018
4839,39,5,8,5,17.0,1,2018
4840,40,7,12,6,12.0,1,2018
4841,41,3,8,7,21.0,1,2018
4842,42,6,1,10,8.0,1,2018
4843,43,1,8,7,12.0,1,2018
4844,44,1,5,4,15.0,1,2018
4845,45,3,13,9,22.0,1,2018
4846,46,9,7,9,22.0,1,2018
4847,47,3,2,10,14.0,1,2018
4848,48,9,13,4,4.0,1,2018
4849,49,9,5,3,11.0,1,2018
4850,50,4,11,5,15.0,1,2018
4851,1,2,11,6,30.0,2,2018
4852,2,8,7,10,14.0,2,2018
4853,3,9,11,3,12.0,2,2018
4854,4,8,10,4,28.0,2,2018
4855,5,9,10,10,17.0,2,2018
4856,6,4,13,5,4.0,2,2018
4857,7,6,9,5,22.0,2,2018
4858,8,5,10,7,23.0,2,2018
4859,9,4,7,7,3.0,2,2018
4860,10,1,3,6,30.0,2,2018
4861,11,5,3,7,14.0,2,2018
4862,12,6,12,3,28.0,2,2018
4863,13,2,9,9,29.0,2,2018
4864,14,6,16,3,31.0,2,2018
4865,15,7,11,9,9.0,2,2018
4866,16,9,15,4,24.0,2,2018
4867,17,2,8,4,12.0,2,2018
4868,18,8,2,3,30.0,2,2018
4869,19,4,10,3,6.0,2,2018
4870,20,9,2,5,10.0,2,2018
4871,21,4,13,9,2.0,2,2018
4872,22,9,9,8,26.0,2,2018
4873,23,3,7,6,9.0,2,2018
4874,24,2,12,9,6.0,2,2018
4875,25,1,8,4,31.0,2,2018
4876,26,6,3,9,4.0,2,2018
4877,27,6,1,6,17.0,2,2018
4878,28,7,10,5,14.0,2,2018
4879,29,7,14,5,2.0,2,2018
4880,30,9,3,3,31.0,2,2018
4881,31,8,9,8,6.0,2,2018
4882,32,4,4,9,16.0,2,2018
4883,33,5,13,4,7.0,2,2018
4884,34,2,11,8,19.0,2,2018
4885,35,2,13,3,19.0,2,2018
4886,36,4,15,3,18.0,2,2018
4887,37,3,4,7,10.0,2,2018
4888,38,9,16,7,13.0,2,2018
4889,39,5,8,10,30.0,2,2018
4890,40,7,12,10,16.0,2,2018
4891,41,3,8,7,28.0,2,2018
4892,42,6,1,6,24.0,2,2018
4893,43,1,8,6,20.0,2,2018
4894,44,1,5,4,15.0,2,2018
4895,45,3,13,4,17.0,2,2018
4896,46,9,7,3,5.0,2,2018
4897,47,3,2,5,2.0,2,2018
4898,48,9,13,7,17.0,2,2018
4899,49,9,5,10,25.0,2,2018
4900,50,4,11,9,17.0,2,2018
4901,1,2,11,5,25.0,3,2018
4902,2,8,7,3,14.0,3,2018
4903,3,9,11,7,22.0,3,2018
4904,4,8,10,3,28.0,3,2018
4905,5,9,10,4,24.0,3,2018
4906,6,4,13,3,21.0,3,2018
4907,7,6,9,5,26.0,3,2018
4908,8,5,10,9,8.0,3,2018
4909,9,4,7,5,28.0,3,2018
4910,10,1,3,6,14.0,3,2018
4911,11,5,3,7,25.0,3,2018
4912,12,6,12,7,7.0,3,2018
4913,13,2,9,7,28.0,3,2018
4914,14,6,16,6,9.0,3,2018
4915,15,7,11,9,16.0,3,2018
4916,16,9,15,4,7.0,3,2018
4917,17,2,8,6,17.0,3,2018
4918,18,8,2,8,9.0,3,2018
4919,19,4,10,5,4.0,3,2018
4920,20,9,2,7,20.0,3,2018
4921,21,4,13,7,23.0,3,2018
4922,22,9,9,4,3.0,3,2018
4923,23,3,7,5,19.0,3,2018
4924,24,2,12,5,31.0,3,2018
4925,25,1,8,6,13.0,3,2018
4926,26,6,3,4,7.0,3,2018
4927,27,6,1,10,9.0,3,2018
4928,28,7,10,3,18.0,3,2018
4929,29,7,14,6,19.0,3,2018
4930,30,9,3,7,7.0,3,2018
4931,31,8,9,3,28.0,3,2018
4932,32,4,4,6,31.0,3,2018
4933,33,5,13,10,11.0,3,2018
4934,34,2,11,8,26.0,3,2018
4935,35,2,13,4,9.0,3,2018
4936,36,4,15,6,19.0,3,2018
4937,37,3,4,9,31.0,3,2018
4938,38,9,16,3,27.0,3,2018
4939,39,5,8,10,16.0,3,2018
4940,40,7,12,3,5.0,3,2018
4941,41,3,8,7,6.0,3,2018
4942,42,6,1,6,9.0,3,2018
4943,43,1,8,10,27.0,3,2018
4944,44,1,5,5,9.0,3,2018
4945,45,3,13,8,8.0,3,2018
4946,46,9,7,5,14.0,3,2018
4947,47,3,2,5,19.0,3,2018
4948,48,9,13,6,6.0,3,2018
4949,49,9,5,7,2.0,3,2018
4950,50,4,11,3,23.0,3,2018
4951,1,2,11,5,8.0,4,2018
4952,2,8,7,6,15.0,4,2018
4953,3,9,11,10,13.0,4,2018
4954,4,8,10,8,22.0,4,2018
4955,5,9,10,5,10.0,4,2018
4956,6,4,13,4,9.0,4,2018
4957,7,6,9,3,24.0,4,2018
4958,8,5,10,3,13.0,4,2018
4959,9,4,7,7,19.0,4,2018
4960,10,1,3,10,14.0,4,2018
4961,11,5,3,7,6.0,4,2018
4962,12,6,12,6,5.0,4,2018
4963,13,2,9,9,28.0,4,2018
4964,14,6,16,5,29.0,4,2018
4965,15,7,11,7,16.0,4,2018
4966,16,9,15,4,23.0,4,2018
4967,17,2,8,7,30.0,4,2018
4968,18,8,2,4,27.0,4,2018
4969,19,4,10,10,25.0,4,2018
4970,20,9,2,6,30.0,4,2018
4971,21,4,13,6,6.0,4,2018
4972,22,9,9,4,15.0,4,2018
4973,23,3,7,6,27.0,4,2018
4974,24,2,12,5,3.0,4,2018
4975,25,1,8,5,13.0,4,2018
4976,26,6,3,8,7.0,4,2018
4977,27,6,1,7,11.0,4,2018
4978,28,7,10,8,5.0,4,2018
4979,29,7,14,9,19.0,4,2018
4980,30,9,3,9,3.0,4,2018
4981,31,8,9,4,3.0,4,2018
4982,32,4,4,3,27.0,4,2018
4983,33,5,13,10,10.0,4,2018
4984,34,2,11,5,30.0,4,2018
4985,35,2,13,8,2.0,4,2018
4986,36,4,15,4,14.0,4,2018
4987,37,3,4,10,30.0,4,2018
4988,38,9,16,3,22.0,4,2018
4989,39,5,8,5,5.0,4,2018
4990,40,7,12,6,19.0,4,2018
4991,41,3,8,5,4.0,4,2018
4992,42,6,1,6,12.0,4,2018
4993,43,1,8,5,22.0,4,2018
4994,44,1,5,8,26.0,4,2018
4995,45,3,13,10,21.0,4,2018
4996,46,9,7,6,24.0,4,2018
4997,47,3,2,9,20.0,4,2018
4998,48,9,13,7,13.0,4,2018
4999,49,9,5,7,10.0,4,2018
5000,50,4,11,9,14.0,4,2018
5001,1,2,11,4,14.0,5,2018
5002,2,8,7,6,5.0,5,2018
5003,3,9,11,8,17.0,5,2018
5004,4,8,10,5,11.0,5,2018
5005,5,9,10,4,28.0,5,2018
5006,6,4,13,5,18.0,5,2018
5007,7,6,9,8,21.0,5,2018
5008,8,5,10,6,25.0,5,2018
5009,9,4,7,6,12.0,5,2018
5010,10,1,3,7,14.0,5,2018
5011,11,5,3,7,19.0,5,2018
5012,12,6,12,10,25.0,5,2018
5013,13,2,9,4,13.0,5,2018
5014,14,6,16,7,23.0,5,2018
5015,15,7,11,8,31.0,5,2018
5016,16,9,15,9,7.0,5,2018
5017,17,2,8,8,25.0,5,2018
5018,18,8,2,8,26.0,5,2018
5019,19,4,10,3,27.0,5,2018
5020,20,9,2,9,15.0,5,2018
5021,21,4,13,4,6.0,5,2018
5022,22,9,9,8,28.0,5,2018
5023,23,3,7,9,16.0,5,2018
5024,24,2,12,10,21.0,5,2018
5025,25,1,8,3,17.0,5,2018
5026,26,6,3,10,16.0,5,2018
5027,27,6,1,8,31.0,5,2018
5028,28,7,10,8,26.0,5,2018
5029,29,7,14,8,2.0,5,2018
5030,30,9,3,4,7.0,5,2018
5031,31,8,9,10,19.0,5,2018
5032,32,4,4,3,15.0,5,2018
5033,33,5,13,9,28.0,5,2018
5034,34,2,11,8,22.0,5,2018
5035,35,2,13,9,17.0,5,2018
