PEDIDO_ID,PEDIDO_DATA,COD CLIENTE,COD_VENDEDOR,COD PRODUTO,QUANTIDADE PRODUTO,VALOR PRODUTO
25391,18/07/2019,102,276,16,3,5.109
25392,04/10/2019,164,157,22,3,8.279
25393,09/10/2015,299,22,7,2,2.919
25394,14/09/2020,46,75,7,2,2.919
25395,14/01/2017,31,122,11,2,2.789
25396,26/12/2016,492,116,11,4,2.789
25397,10/01/2018,457,184,23,1,4.27
25398,24/04/2020,9,257,8,3,5.389
25399,18/11/2018,139,136,14,1,3.519
25400,04/10/2018,79,17,22,4,8.279
25401,11/10/2017,488,201,14,4,3.519
25402,18/10/2015,378,23,16,3,5.109
25403,08/12/2015,181,197,20,4,5.119
25404,24/06/2019,186,35,8,3,5.389
25405,18/05/2015,15,288,14,3,3.519
25406,12/06/2017,173,212,5,2,1.229
25407,08/02/2018,14,234,12,3,1.899
25408,21/10/2015,497,132,13,3,3.279
25409,15/04/2018,195,28,2,1,2.789
25410,19/08/2018,499,144,17,3,4.719
25411,16/04/2015,31,141,20,1,5.119
25412,27/03/2015,247,259,16,1,5.109
25413,10/09/2016,197,43,13,2,3.279
25414,31/08/2015,343,112,7,3,2.919
25415,17/12/2016,41,187,19,2,4.879
25416,25/06/2015,362,106,8,4,5.389
25417,16/09/2016,368,248,9,4,2.319
25418,13/01/2015,142,188,5,1,1.229
25419,28/07/2019,206,190,19,1,4.879
25420,30/09/2016,445,97,19,2,4.879
25421,17/07/2020,314,216,21,1,6.119
25422,05/06/2018,13,31,7,2,2.919
25423,12/07/2020,109,77,6,3,1.589
25424,21/04/2018,134,191,12,1,1.899
25425,28/09/2015,358,11,13,1,3.279
25426,11/05/2016,135,39,5,4,1.229
25427,10/04/2018,286,109,10,2,3.131
25428,15/09/2019,419,87,12,4,1.899
25429,12/10/2020,13,217,23,4,4.27
25430,08/09/2020,160,34,18,3,4.561
25431,18/03/2017,493,230,12,1,1.899
25432,30/12/2016,168,208,14,1,3.519
25433,08/03/2019,212,247,11,2,2.789
25434,24/07/2019,293,71,22,3,8.279
25435,03/12/2019,137,76,5,4,1.229
25436,19/09/2019,232,20,3,4,4.269
25437,06/04/2018,235,122,8,4,5.389
25438,04/03/2018,400,294,14,2,3.519
25439,10/02/2016,469,216,5,1,1.229
25440,07/12/2018,120,246,15,3,6.219
25441,20/06/2019,79,60,20,2,5.119
25442,06/12/2017,405,75,12,1,1.899
25443,23/01/2020,181,177,5,4,1.229
25444,11/09/2016,467,182,5,1,1.229
25445,31/03/2017,38,168,5,3,1.229
25446,15/03/2019,174,31,20,3,5.119
25447,17/09/2020,17,78,3,4,4.269
25448,01/08/2019,124,139,11,3,2.789
25449,04/04/2020,270,293,9,3,2.319
25450,14/07/2020,270,206,19,1,4.879
25451,15/11/2017,303,125,23,3,4.27
25452,17/05/2018,338,261,3,2,4.269
25453,16/11/2018,428,12,18,1,4.561
25454,13/09/2016,419,165,6,4,1.589
25455,24/01/2015,418,271,15,2,6.219
25456,22/11/2020,270,279,12,2,1.899
25457,27/11/2018,272,294,9,3,2.319
25458,13/05/2020,386,202,13,4,3.279
25459,01/09/2015,329,142,18,1,4.561
25460,15/01/2015,495,240,19,2,4.879
25461,02/02/2019,244,66,18,1,4.561
25462,12/07/2019,321,205,5,4,1.229
25463,24/04/2020,145,54,2,1,2.789
25464,12/09/2019,180,81,21,2,6.119
25465,23/05/2017,376,172,18,4,4.561
25466,28/11/2015,33,68,22,2,8.279
25467,09/11/2016,382,155,13,1,3.279
25468,30/04/2019,40,287,7,4,2.919
25469,24/09/2016,184,256,23,2,4.27
25470,23/10/2015,353,77,5,4,1.229
25471,30/08/2017,91,48,23,3,4.27
25472,07/12/2015,309,75,8,3,5.389
25473,25/11/2018,148,98,9,2,2.319
25474,28/11/2017,189,246,4,2,4.149
25475,02/06/2017,160,161,3,1,4.269
25476,23/06/2016,203,166,6,3,1.589
25477,07/12/2017,263,195,14,3,3.519
25478,08/08/2015,286,143,22,4,8.279
25479,09/05/2019,296,263,19,4,4.879
25480,25/08/2018,166,179,17,4,4.719
25481,04/11/2020,416,108,21,4,6.119
25482,26/02/2018,197,292,3,1,4.269
25483,21/05/2016,126,94,6,2,1.589
25484,19/06/2017,423,88,2,3,2.789
25485,23/10/2020,386,271,19,1,4.879
25486,09/08/2015,202,60,5,4,1.229
25487,22/03/2015,269,236,2,4,2.789
25488,08/07/2016,207,58,10,2,3.131
25489,23/01/2020,490,166,4,1,4.149
25490,22/11/2018,239,298,16,4,5.109
25491,31/08/2020,412,86,8,2,5.389
25492,25/03/2017,4,186,2,2,2.789
25493,12/10/2016,50,10,9,3,2.319
25494,01/01/2016,136,241,23,2,4.27
25495,28/11/2020,239,52,20,3,5.119
25496,27/04/2015,449,159,10,1,3.131
25497,11/02/2019,487,280,18,4,4.561
25498,15/10/2019,231,217,3,1,4.269
25499,24/08/2020,182,25,11,4,2.789
25500,29/03/2020,3,228,18,1,4.561
25501,14/02/2017,372,94,23,2,4.27
25502,26/11/2020,186,152,21,1,6.119
25503,13/04/2016,449,171,15,3,6.219
25504,03/11/2018,91,122,19,4,4.879
25505,11/08/2019,422,189,14,2,3.519
25506,24/02/2018,89,108,7,4,2.919
25507,26/05/2020,240,45,6,4,1.589
25508,28/12/2017,165,181,23,1,4.27
25509,25/06/2019,109,269,5,3,1.229
25510,23/07/2016,240,205,8,1,5.389
25511,22/11/2016,35,156,11,4,2.789
25512,17/12/2019,207,271,4,4,4.149
25513,27/08/2018,223,99,7,3,2.919
25514,25/07/2017,487,158,20,3,5.119
25515,12/10/2017,285,112,3,1,4.269
25516,15/08/2018,274,25,17,3,4.719
25517,20/05/2017,272,288,12,2,1.899
25518,25/06/2015,270,291,4,1,4.149
25519,09/07/2020,120,53,23,3,4.27
25520,23/09/2018,7,16,12,3,1.899
25521,06/09/2015,377,284,8,4,5.389
25522,02/11/2016,296,229,16,1,5.109
25523,23/09/2015,146,198,12,1,1.899
25524,08/05/2020,242,234,19,1,4.879
25525,26/06/2020,219,61,5,4,1.229
25526,01/11/2018,218,87,2,2,2.789
25527,12/04/2020,292,138,21,1,6.119
25528,30/03/2015,227,281,12,1,1.899
25529,23/08/2019,23,215,21,2,6.119
25530,13/08/2019,382,65,15,2,6.219
25531,12/01/2020,208,168,22,1,8.279
25532,19/01/2018,83,111,5,2,1.229
25533,28/02/2016,300,87,3,4,4.269
25534,01/11/2020,473,129,17,1,4.719
25535,07/09/2019,467,173,2,2,2.789
25536,21/07/2016,158,199,16,4,5.109
25537,17/08/2016,366,188,8,2,5.389
25538,14/02/2017,266,209,12,2,1.899
25539,06/09/2016,291,189,13,4,3.279
25540,21/10/2020,474,160,17,1,4.719
25541,14/02/2019,196,42,14,2,3.519
25542,16/07/2020,253,258,15,2,6.219
25543,14/09/2015,322,273,17,2,4.719
25544,13/10/2017,193,295,20,1,5.119
25545,06/03/2018,429,243,4,1,4.149
25546,15/06/2019,46,244,10,4,3.131
25547,20/11/2016,364,84,6,1,1.589
25548,11/04/2019,376,299,2,1,2.789
25549,29/12/2019,341,225,10,4,3.131
25550,08/08/2018,107,204,4,4,4.149
25551,01/01/2019,458,41,20,4,5.119
25552,04/06/2017,179,170,4,1,4.149
25553,19/04/2017,301,59,2,1,2.789
25554,09/05/2019,401,171,23,3,4.27
25555,05/09/2015,284,67,2,1,2.789
25556,28/12/2019,471,171,9,1,2.319
25557,13/11/2017,151,113,21,1,6.119
25558,20/01/2017,141,255,21,2,6.119
25559,14/12/2015,169,62,6,4,1.589
25560,15/09/2015,53,218,6,3,1.589
25561,01/03/2020,127,71,16,4,5.109
25562,14/06/2016,136,248,15,4,6.219
25563,15/06/2020,371,51,7,1,2.919
25564,26/04/2017,484,138,18,1,4.561
25565,09/04/2018,431,75,9,4,2.319
25566,15/12/2018,23,134,13,4,3.279
25567,22/05/2018,183,266,13,4,3.279
25568,07/12/2018,439,54,18,3,4.561
25569,01/07/2019,54,213,8,2,5.389
25570,19/06/2018,470,101,21,1,6.119
25571,07/02/2018,187,162,11,2,2.789
25572,07/03/2015,82,251,6,2,1.589
25573,09/12/2015,106,243,14,3,3.519
25574,09/12/2018,357,117,7,4,2.919
25575,03/01/2019,326,266,16,3,5.109
25576,26/02/2015,338,31,7,1,2.919
25577,17/07/2018,94,258,12,1,1.899
25578,13/11/2016,152,292,8,1,5.389
25579,18/05/2018,423,116,16,2,5.109
25580,12/02/2015,63,181,17,2,4.719
25581,28/08/2015,89,93,22,1,8.279
25582,22/11/2019,59,116,23,4,4.27
25583,24/01/2020,436,167,22,2,8.279
25584,10/04/2015,16,207,16,2,5.109
25585,29/03/2018,103,226,6,3,1.589
25586,30/10/2019,194,241,17,2,4.719
25587,10/03/2017,413,239,6,3,1.589
25588,08/08/2016,49,219,13,4,3.279
25589,20/04/2019,77,216,11,2,2.789
25590,29/05/2018,58,299,10,4,3.131
25591,18/07/2016,374,131,23,3,4.27
25592,05/08/2015,10,164,22,3,8.279
25593,13/01/2020,260,153,20,3,5.119
25594,07/11/2018,265,148,3,4,4.269
25595,02/04/2019,260,261,20,3,5.119
25596,28/04/2017,213,274,17,1,4.719
25597,12/11/2020,232,8,6,2,1.589
25598,29/01/2018,433,221,7,2,2.919
25599,05/06/2015,64,141,2,3,2.789
25600,14/04/2019,191,21,2,2,2.789
25601,21/11/2015,492,153,11,3,2.789
25602,23/01/2017,443,147,12,4,1.899
25603,15/02/2020,309,170,18,4,4.561
25604,14/03/2016,110,99,4,2,4.149
25605,16/02/2015,463,260,23,2,4.27
25606,02/09/2020,420,233,6,1,1.589
25607,15/05/2017,434,151,17,4,4.719
25608,12/12/2015,24,31,21,3,6.119
25609,13/02/2016,170,184,12,2,1.899
25610,11/11/2016,403,143,19,2,4.879
25611,09/03/2020,282,99,4,3,4.149
25612,11/03/2018,117,147,14,1,3.519
25613,03/02/2019,375,192,19,4,4.879
25614,06/01/2019,216,22,10,3,3.131
25615,05/06/2019,376,59,6,1,1.589
25616,23/12/2016,315,269,15,1,6.219
25617,20/08/2015,275,37,5,2,1.229
25618,25/12/2017,38,278,12,3,1.899
25619,02/10/2016,158,67,23,4,4.27
25620,27/01/2017,150,22,8,2,5.389
25621,14/01/2020,479,269,17,4,4.719
25622,24/12/2017,383,108,19,1,4.879
25623,23/10/2019,279,16,21,4,6.119
25624,12/12/2015,225,172,15,4,6.219
25625,27/08/2020,147,84,23,2,4.27
25626,21/09/2017,401,7,6,2,1.589
25627,25/06/2018,137,233,21,4,6.119
25628,28/08/2015,179,59,3,1,4.269
25629,02/06/2020,151,52,14,4,3.519
25630,02/02/2018,322,287,9,4,2.319
25631,30/04/2019,408,121,21,2,6.119
25632,12/04/2020,106,278,9,2,2.319
25633,21/10/2020,175,164,2,1,2.789
25634,20/06/2020,51,213,10,1,3.131
25635,15/09/2015,272,200,6,4,1.589
25636,25/11/2015,361,226,5,4,1.229
25637,29/09/2018,139,200,6,2,1.589
25638,08/10/2020,111,60,8,3,5.389
25639,23/01/2016,3,287,13,2,3.279
25640,20/08/2017,364,177,22,1,8.279
25641,04/09/2020,90,225,23,1,4.27
25642,10/10/2015,262,265,5,1,1.229
25643,02/05/2016,421,175,23,4,4.27
25644,14/05/2015,450,12,16,1,5.109
25645,29/11/2018,389,146,10,3,3.131
25646,09/02/2017,427,5,11,3,2.789
25647,26/03/2017,295,79,11,4,2.789
25648,12/07/2016,208,277,7,3,2.919
25649,26/09/2017,9,240,3,2,4.269
25650,29/06/2016,330,162,17,4,4.719
25651,23/02/2016,217,188,17,3,4.719
25652,27/10/2018,184,189,21,4,6.119
25653,12/10/2017,16,298,16,4,5.109
25654,12/09/2018,65,179,21,1,6.119
25655,15/02/2019,66,223,5,4,1.229
25656,26/09/2015,218,191,3,4,4.269
25657,03/12/2020,36,145,14,3,3.519
25658,23/08/2020,274,199,20,2,5.119
25659,12/04/2017,494,107,23,1,4.27
25660,20/08/2018,41,55,14,1,3.519
25661,31/01/2019,11,105,7,2,2.919
25662,12/11/2020,47,234,18,1,4.561
25663,26/05/2017,180,279,2,1,2.789
25664,06/02/2019,476,44,2,1,2.789
25665,12/12/2016,93,78,2,4,2.789
25666,04/11/2015,62,53,8,3,5.389
25667,21/09/2018,299,232,9,2,2.319
25668,04/05/2019,76,67,9,1,2.319
25669,30/11/2020,10,21,11,4,2.789
25670,12/02/2020,81,7,20,4,5.119
25671,02/08/2019,235,116,17,4,4.719
25672,17/10/2016,312,95,17,2,4.719
25673,18/05/2017,322,185,10,2,3.131
25674,18/08/2020,394,217,19,3,4.879
25675,08/12/2018,386,99,17,2,4.719
25676,24/02/2017,350,31,15,2,6.219
25677,21/06/2017,385,275,15,2,6.219
25678,18/03/2020,303,179,3,2,4.269
25679,15/05/2019,315,50,8,3,5.389
25680,24/12/2015,30,229,21,2,6.119
25681,06/04/2017,396,170,9,4,2.319
25682,15/02/2020,472,119,18,2,4.561
25683,15/09/2019,311,55,2,2,2.789
25684,29/04/2019,63,171,13,1,3.279
25685,06/04/2018,161,4,6,3,1.589
25686,05/03/2015,95,129,22,1,8.279
25687,28/04/2020,42,119,20,1,5.119
25688,02/11/2016,489,72,14,3,3.519
25689,24/10/2015,374,74,17,1,4.719
25690,26/09/2019,354,290,8,3,5.389
25691,16/12/2015,440,85,12,3,1.899
25692,01/02/2015,434,265,14,2,3.519
25693,24/08/2018,52,121,18,2,4.561
25694,19/02/2020,119,89,18,4,4.561
25695,29/10/2020,37,126,21,4,6.119
25696,07/12/2017,3,111,3,2,4.269
25697,20/12/2015,292,74,4,1,4.149
25698,29/02/2020,377,109,11,4,2.789
25699,16/01/2016,371,185,7,2,2.919
25700,10/06/2019,244,84,18,2,4.561
25701,11/01/2015,322,184,10,1,3.131
25702,03/01/2018,498,84,18,3,4.561
25703,07/04/2017,317,132,2,1,2.789
25704,15/01/2015,356,118,13,4,3.279
25705,26/09/2019,386,161,4,1,4.149
25706,07/09/2017,58,266,20,4,5.119
25707,25/06/2017,396,183,9,3,2.319
25708,06/06/2016,425,294,3,3,4.269
25709,17/09/2015,14,123,2,2,2.789
25710,30/03/2019,391,32,13,2,3.279
25711,11/10/2017,357,121,18,4,4.561
25712,25/02/2020,273,265,15,4,6.219
25713,23/09/2018,333,118,10,1,3.131
25714,01/08/2020,263,300,23,4,4.27
25715,02/07/2019,32,273,21,3,6.119
25716,21/03/2020,135,209,6,1,1.589
25717,19/05/2018,264,288,12,4,1.899
25718,15/02/2020,259,220,5,4,1.229
25719,02/08/2017,70,117,12,4,1.899
25720,20/11/2015,360,282,23,2,4.27
25721,17/09/2018,467,42,2,1,2.789
25722,03/03/2018,313,170,23,2,4.27
25723,23/10/2016,264,272,16,3,5.109
25724,23/04/2017,145,86,5,4,1.229
25725,15/12/2017,16,240,6,3,1.589
25726,08/11/2016,408,148,3,4,4.269
25727,25/09/2019,118,227,4,2,4.149
25728,26/08/2016,347,258,18,4,4.561
25729,08/04/2017,142,67,19,4,4.879
25730,12/09/2019,293,7,2,4,2.789
25731,09/09/2018,38,127,18,3,4.561
25732,26/05/2018,329,207,22,2,8.279
25733,10/09/2019,480,112,10,1,3.131
25734,20/12/2017,362,188,16,2,5.109
25735,26/03/2018,474,212,17,1,4.719
25736,26/03/2018,310,100,22,3,8.279
25737,25/09/2017,378,96,5,3,1.229
25738,21/07/2016,214,188,13,4,3.279
25739,01/06/2016,284,30,5,2,1.229
25740,02/05/2019,65,277,12,4,1.899
25741,30/08/2017,297,90,4,3,4.149
25742,24/01/2015,150,55,8,1,5.389
25743,18/01/2019,159,127,21,4,6.119
25744,28/07/2020,142,31,11,3,2.789
25745,07/04/2015,455,196,16,4,5.109
25746,26/02/2020,385,273,5,2,1.229
25747,23/03/2015,467,264,8,2,5.389
25748,13/01/2015,5,158,14,3,3.519
25749,25/11/2020,231,280,11,3,2.789
25750,30/01/2018,341,271,9,4,2.319
25751,05/03/2017,219,104,22,3,8.279
25752,24/10/2019,485,129,15,4,6.219
25753,09/02/2016,300,47,2,1,2.789
25754,20/05/2015,208,296,2,1,2.789
25755,14/07/2018,383,116,15,2,6.219
25756,06/08/2019,19,54,6,3,1.589
25757,02/08/2018,479,141,8,1,5.389
25758,15/07/2017,273,50,18,4,4.561
25759,04/07/2018,176,97,21,3,6.119
25760,20/07/2016,269,130,17,4,4.719
25761,18/02/2016,166,213,19,2,4.879
25762,01/10/2016,57,290,20,1,5.119
25763,28/07/2016,390,108,15,3,6.219
25764,19/12/2020,170,132,18,4,4.561
25765,25/11/2016,406,26,22,1,8.279
25766,13/01/2020,308,260,10,4,3.131
25767,08/08/2018,349,126,9,4,2.319
25768,19/07/2018,273,249,21,2,6.119
25769,22/05/2020,177,3,9,3,2.319
25770,09/07/2019,93,27,4,2,4.149
25771,13/11/2018,416,241,10,3,3.131
25772,28/02/2017,137,246,3,1,4.269
25773,10/12/2016,220,191,19,3,4.879
25774,21/07/2015,177,128,22,3,8.279
25775,04/09/2015,54,182,21,1,6.119
25776,10/05/2018,282,144,5,2,1.229
25777,13/09/2017,61,127,9,4,2.319
25778,15/02/2018,385,155,4,2,4.149
25779,19/06/2015,199,215,14,3,3.519
25780,28/07/2017,363,261,21,4,6.119
25781,25/02/2016,271,235,22,3,8.279
25782,28/12/2016,63,133,15,4,6.219
25783,26/02/2015,210,98,7,4,2.919
25784,11/10/2020,391,59,12,2,1.899
25785,26/06/2020,99,76,2,3,2.789
25786,31/05/2018,418,56,6,4,1.589
25787,24/05/2019,347,18,13,2,3.279
25788,26/05/2018,325,36,17,2,4.719
25789,29/01/2018,173,163,23,1,4.27
25790,22/11/2020,107,161,16,1,5.109
25791,09/09/2016,323,252,10,3,3.131
25792,16/02/2019,316,257,10,4,3.131
25793,09/07/2017,296,4,20,2,5.119
25794,23/07/2019,103,224,5,2,1.229
25795,13/10/2018,361,122,15,1,6.219
25796,01/07/2020,358,246,14,2,3.519
25797,03/03/2017,254,179,5,1,1.229
25798,27/01/2020,48,11,3,3,4.269
25799,21/12/2015,315,18,8,2,5.389
25800,27/03/2015,326,272,20,3,5.119
25801,08/01/2019,391,22,3,4,4.269
25802,17/07/2017,417,276,11,4,2.789
25803,01/06/2015,263,68,8,2,5.389
25804,05/04/2016,450,109,20,3,5.119
25805,15/07/2017,155,121,23,2,4.27
25806,09/12/2020,385,186,14,4,3.519
25807,31/10/2020,205,251,2,3,2.789
25808,21/04/2017,33,290,5,3,1.229
25809,07/10/2019,402,170,6,4,1.589
25810,31/08/2018,296,163,21,2,6.119
25811,23/07/2018,358,222,19,1,4.879
25812,18/09/2020,302,132,17,3,4.719
25813,10/11/2017,445,5,10,4,3.131
25814,07/01/2017,183,160,8,1,5.389
25815,16/07/2019,129,169,4,1,4.149
25816,27/02/2017,83,116,19,3,4.879
25817,23/11/2018,79,43,20,3,5.119
25818,17/01/2017,108,208,22,1,8.279
25819,08/01/2019,292,22,22,3,8.279
25820,18/03/2018,208,192,13,2,3.279
25821,31/08/2019,340,195,22,3,8.279
25822,09/01/2020,14,299,17,3,4.719
25823,12/03/2015,414,241,9,3,2.319
25824,02/02/2019,346,214,20,3,5.119
25825,16/05/2020,403,17,22,4,8.279
25826,01/03/2015,177,86,7,2,2.919
25827,05/02/2015,391,173,5,4,1.229
25828,05/04/2019,53,34,7,4,2.919
25829,19/05/2019,371,12,15,2,6.219
25830,16/07/2018,445,157,23,1,4.27
25831,26/06/2015,49,161,6,2,1.589
25832,18/12/2016,59,7,17,1,4.719
25833,04/08/2018,437,200,13,2,3.279
25834,10/12/2017,168,256,18,4,4.561
25835,06/05/2020,90,6,4,4,4.149
25836,19/11/2020,418,78,4,1,4.149
25837,16/07/2016,77,300,22,3,8.279
25838,20/10/2018,300,185,15,4,6.219
25839,20/04/2015,289,73,20,2,5.119
25840,09/01/2018,242,148,4,2,4.149
25841,07/04/2018,64,75,19,3,4.879
25842,05/02/2018,480,53,8,2,5.389
25843,09/05/2019,114,231,8,2,5.389
25844,29/11/2018,306,209,9,1,2.319
25845,17/11/2015,127,23,7,1,2.919
25846,06/03/2017,82,55,5,4,1.229
25847,14/05/2018,135,53,7,3,2.919
25848,10/11/2020,291,138,18,3,4.561
25849,05/05/2018,440,42,2,3,2.789
25850,14/08/2019,143,41,3,4,4.269
25851,11/11/2019,337,24,21,1,6.119
25852,20/12/2019,343,294,17,1,4.719
25853,08/07/2019,241,87,18,1,4.561
25854,22/09/2019,302,143,19,1,4.879
25855,10/01/2015,347,107,2,2,2.789
25856,09/04/2020,239,31,2,2,2.789
25857,03/12/2017,363,295,2,4,2.789
25858,22/11/2018,409,155,23,2,4.27
25859,26/10/2017,45,252,8,2,5.389
25860,10/05/2015,84,16,4,3,4.149
25861,28/08/2015,136,6,8,2,5.389
25862,10/07/2016,86,202,12,3,1.899
25863,06/06/2020,89,252,17,2,4.719
25864,23/09/2020,431,218,19,3,4.879
25865,21/10/2019,116,117,6,3,1.589
25866,04/05/2018,365,227,18,2,4.561
25867,23/09/2019,11,252,2,3,2.789
25868,23/03/2016,240,62,15,2,6.219
25869,25/05/2019,51,84,5,1,1.229
25870,11/10/2019,149,126,2,4,2.789
25871,06/12/2017,364,13,4,2,4.149
25872,30/07/2016,36,121,19,4,4.879
25873,29/06/2018,134,217,11,1,2.789
25874,23/12/2020,231,300,6,1,1.589
25875,22/08/2020,206,64,5,2,1.229
25876,27/08/2015,334,124,4,3,4.149
25877,03/01/2020,407,259,2,1,2.789
25878,29/09/2017,257,81,18,4,4.561
25879,30/06/2015,5,238,19,4,4.879
25880,03/05/2015,348,225,20,2,5.119
25881,15/03/2018,344,235,8,3,5.389
25882,22/09/2019,43,209,2,2,2.789
25883,13/08/2018,256,163,7,2,2.919
25884,11/06/2016,99,292,17,1,4.719
25885,08/05/2018,97,232,15,4,6.219
25886,15/10/2018,215,253,21,4,6.119
25887,07/03/2015,345,146,8,1,5.389
25888,22/04/2019,88,157,20,2,5.119
25889,05/04/2017,410,225,23,3,4.27
25890,12/12/2020,464,187,21,1,6.119
25891,17/05/2017,67,59,18,3,4.561
25892,20/10/2015,231,205,19,3,4.879
25893,09/10/2019,102,291,14,2,3.519
25894,11/05/2017,441,32,11,3,2.789
25895,30/03/2017,223,28,8,2,5.389
25896,29/10/2019,98,148,12,3,1.899
25897,05/07/2015,93,266,5,3,1.229
25898,19/08/2017,310,56,17,2,4.719
25899,04/08/2015,12,18,10,1,3.131
25900,01/06/2018,61,176,4,3,4.149
25901,02/10/2017,186,71,13,4,3.279
25902,05/05/2018,380,110,4,1,4.149
25903,09/05/2018,324,104,21,1,6.119
25904,02/04/2017,106,154,22,4,8.279
25905,06/04/2018,22,114,9,3,2.319
25906,13/02/2016,82,294,20,4,5.119
25907,29/05/2019,388,22,23,3,4.27
25908,23/11/2015,253,40,22,2,8.279
25909,11/08/2015,229,175,11,1,2.789
25910,31/12/2016,280,164,17,1,4.719
25911,12/06/2017,456,169,11,3,2.789
25912,25/07/2016,345,239,17,3,4.719
25913,08/05/2017,335,249,3,3,4.269
25914,24/11/2015,412,3,21,1,6.119
25915,31/03/2015,276,248,2,3,2.789
25916,29/01/2015,122,299,17,3,4.719
25917,28/10/2019,165,212,5,2,1.229
25918,13/10/2017,98,180,21,2,6.119
25919,02/02/2016,339,221,4,2,4.149
25920,02/05/2015,238,201,9,1,2.319
25921,20/03/2015,200,112,17,2,4.719
25922,18/04/2017,267,275,4,4,4.149
25923,30/12/2018,6,16,22,1,8.279
25924,05/08/2018,314,271,10,2,3.131
25925,02/06/2015,292,248,9,2,2.319
25926,02/04/2017,263,172,12,3,1.899
25927,14/03/2015,446,47,2,4,2.789
25928,13/07/2015,107,283,15,4,6.219
25929,14/05/2015,316,163,14,3,3.519
25930,09/04/2018,68,130,6,1,1.589
25931,02/03/2015,7,159,3,2,4.269
25932,15/10/2020,156,254,2,1,2.789
25933,01/07/2019,226,64,3,3,4.269
25934,02/01/2016,454,122,13,3,3.279
25935,25/08/2016,134,93,19,3,4.879
25936,09/11/2019,350,62,21,4,6.119
25937,20/10/2019,160,178,6,1,1.589
25938,04/06/2018,156,179,18,3,4.561
25939,20/09/2018,74,133,6,3,1.589
25940,02/07/2019,396,83,22,2,8.279
25941,23/05/2020,408,126,2,1,2.789
25942,01/02/2018,365,25,12,3,1.899
25943,14/07/2016,288,155,3,3,4.269
25944,21/06/2017,408,79,11,2,2.789
25945,26/06/2019,111,144,8,3,5.389
25946,09/03/2019,201,248,3,4,4.269
25947,25/05/2018,384,287,21,3,6.119
25948,13/07/2019,8,125,13,3,3.279
25949,05/03/2020,280,71,8,4,5.389
25950,07/07/2016,433,237,16,1,5.109
25951,18/01/2019,180,3,18,1,4.561
25952,21/11/2017,482,262,5,4,1.229
25953,21/06/2018,281,125,11,1,2.789
25954,25/03/2016,57,224,7,4,2.919
25955,22/09/2020,236,212,8,2,5.389
25956,19/05/2016,123,166,12,3,1.899
25957,07/07/2015,99,204,12,1,1.899
25958,19/10/2019,303,96,6,2,1.589
25959,01/01/2017,391,249,15,2,6.219
25960,25/06/2020,434,13,14,2,3.519
25961,02/10/2016,401,103,21,3,6.119
25962,08/07/2016,347,3,2,1,2.789
25963,18/11/2019,180,232,7,4,2.919
25964,01/09/2015,117,137,23,1,4.27
25965,31/07/2019,45,117,17,2,4.719
25966,04/02/2020,34,106,12,1,1.899
25967,02/10/2018,90,231,17,3,4.719
25968,19/05/2020,56,77,16,4,5.109
25969,04/12/2018,52,251,14,2,3.519
25970,05/07/2019,63,232,4,1,4.149
25971,03/10/2016,384,65,14,4,3.519
25972,04/10/2019,109,204,4,3,4.149
25973,19/11/2020,356,86,4,1,4.149
25974,03/04/2017,357,144,5,2,1.229
25975,31/05/2015,476,145,12,2,1.899
25976,04/04/2015,102,258,23,3,4.27
25977,29/03/2018,483,92,6,2,1.589
25978,19/02/2020,428,117,9,2,2.319
25979,16/07/2018,58,221,6,2,1.589
25980,26/05/2016,341,5,17,4,4.719
25981,07/09/2015,219,171,9,3,2.319
25982,18/10/2020,7,80,15,1,6.219
25983,27/05/2020,215,214,20,4,5.119
25984,19/10/2020,241,70,17,1,4.719
25985,18/02/2015,22,148,12,3,1.899
25986,27/01/2015,279,249,16,1,5.109
25987,29/07/2017,340,153,5,1,1.229
25988,03/05/2020,82,54,18,2,4.561
25989,20/12/2019,312,77,20,3,5.119
25990,06/06/2017,91,40,22,3,8.279
25991,19/03/2015,330,165,10,4,3.131
25992,27/07/2018,298,138,13,2,3.279
25993,30/06/2019,122,22,6,1,1.589
25994,16/01/2016,164,202,9,3,2.319
25995,02/09/2016,197,260,20,2,5.119
25996,28/05/2018,103,152,20,3,5.119
25997,14/10/2015,306,57,6,1,1.589
25998,13/10/2019,261,264,11,4,2.789
25999,17/12/2018,66,258,4,4,4.149
26000,29/10/2016,267,137,6,2,1.589
26001,13/06/2017,357,259,11,1,2.789
26002,16/04/2016,52,201,5,1,1.229
26003,28/11/2019,171,221,7,2,2.919
26004,10/11/2017,492,37,11,3,2.789
26005,08/05/2020,150,230,14,1,3.519
26006,21/02/2019,284,195,13,2,3.279
26007,28/05/2017,273,266,15,3,6.219
26008,09/09/2019,245,23,5,2,1.229
26009,07/04/2016,461,168,7,2,2.919
26010,14/05/2020,346,62,13,4,3.279
26011,16/04/2020,85,275,6,1,1.589
26012,28/05/2016,300,217,23,2,4.27
26013,22/10/2018,373,24,18,4,4.561
26014,03/10/2020,131,36,20,2,5.119
26015,12/07/2019,3,26,5,4,1.229
26016,26/10/2020,92,43,16,4,5.109
26017,30/10/2015,74,58,19,1,4.879
26018,24/07/2019,123,294,13,2,3.279
26019,08/05/2020,323,229,9,3,2.319
26020,29/07/2020,268,202,13,1,3.279
26021,17/05/2019,273,208,21,3,6.119
26022,07/10/2018,384,298,5,1,1.229
